da02,1705089602406348,6.4367809,42.435253,2.6179085,60,328
da02,1705089602989946,6.4260259,42.440636,2.6211221,60,338
da02,1705089603989820,6.4275818,42.437881,2.6642902,60,348
da02,1705089604989808,6.4372215,42.435528,2.5985932,60,358
da02,1705089605990550,6.4408579,42.436523,2.5925298,60,368
da02,1705089606989945,6.4365354,42.447239,2.562351,60,378
da02,1705089607989687,6.4523649,42.436741,2.5948498,60,388
da02,1705089608989973,6.4537582,42.435017,2.5581298,60,398
da02,1705089609989819,6.4431043,42.430897,2.5903854,60,408
da02,1705089610989816,6.4412041,42.437809,2.585813,60,418
da02,1705089611990362,6.4355364,42.443638,2.5843544,60,428
da02,1705089612990026,6.4374433,42.438797,2.5861394,60,438
da02,1705089613989849,6.4398079,42.437714,2.5656033,60,448
da02,1705089614989862,6.4432497,42.44112,2.5805273,60,458
da02,1705089615989784,6.4414291,42.441185,2.7012675,60,468
da02,1705089616989777,6.438622,42.431828,2.648752,60,478
da02,1705089617989910,6.4205065,42.429592,2.669075,59,488
da02,1705089618989843,6.432445,42.440193,2.6203144,60,498
da02,1705089619989812,6.4822559,42.437355,3.0021956,62,508
da02,1705089620989838,6.469892,42.44614,2.8706131,60,518
da02,1705089621989858,6.4592485,42.436504,2.8157995,60,528
da02,1705089622989824,6.5178647,42.429153,2.8246295,62,538
da02,1705089623990053,6.4967403,42.429733,2.7777784,60,548
da02,1705089624989738,6.4966307,42.426758,2.7511857,60,558
da02,1705089625989875,6.4715786,42.432873,2.7416012,60,568
da02,1705089626989855,6.4624329,42.43462,2.6766679,60,578
da02,1705089627989832,6.4521809,42.4356,2.6482978,60,588
da02,1705089628989787,6.4442382,42.427586,2.6697843,60,598
da02,1705089629989998,6.4323936,42.427811,2.6438777,60,608
da02,1705089630989887,6.4293981,42.431236,2.6281078,60,618
da02,1705089631989776,6.4357643,42.431068,2.6019747,60,628
da02,1705089632989949,6.4312034,42.439327,2.6010005,60,638
da02,1705089633989916,6.4942021,42.432472,2.9182615,62,648
da02,1705089634989866,6.4770942,42.434559,2.8416076,60,658
da02,1705089635989904,6.5070763,42.425674,2.8310282,61,668
da02,1705089636989854,6.4947586,42.427616,2.7910452,60,678
da02,1705089637989737,6.4795418,42.428394,2.7044241,60,688
da02,1705089638989856,6.4564924,42.428173,2.6901805,60,698
da02,1705089639990406,6.4681087,42.429813,2.6534269,61,708
da02,1705089640990074,6.4737086,42.434937,2.6334393,61,718
da02,1705089641989908,6.47554,42.429688,2.6019919,60,728
da02,1705089642989928,6.4553704,42.430878,2.6020348,60,738
da02,1705089643989986,6.4598451,42.430874,2.6089172,60,748
da02,1705089644990523,6.4448738,42.430229,2.6160152,60,758
da02,1705089645989960,6.443295,42.441982,2.5871031,60,768
da02,1705089646990017,6.4405913,42.448238,2.5598965,60,778
da02,1705089647989976,6.4384317,42.44471,2.5568647,60,788
da02,1705089648989995,6.4388905,42.412636,2.6833827,96,798
da02,1705089649990681,6.4490337,42.423733,2.6494818,60,808
da02,1705089650989952,6.454618,42.412224,2.5916333,60,818
da02,1705089651990052,6.4516177,42.413277,2.6138089,60,828
da02,1705089652990032,6.4564762,42.415028,2.7095323,60,838
da02,1705089653989980,6.452888,42.414524,2.6563051,60,848
da02,1705089654989992,6.4545436,42.425957,2.617414,60,858
da02,1705089655990475,6.4483509,42.427395,2.6195788,60,868
da02,1705089656989988,6.4438133,42.421482,2.5874856,60,878
da02,1705089657990024,6.5006552,42.425732,2.65228,62,888
da02,1705089658990048,6.5437703,42.426941,2.9627597,62,898
da02,1705089659990064,6.5144582,42.4414,2.866699,60,908
da02,1705089660990538,6.4902434,42.44286,2.778069,60,918
da02,1705089661990120,6.4845686,42.428879,2.7094574,60,928
da02,1705089662990046,6.4731774,42.438091,2.7765789,60,938
da02,1705089663990032,6.4569674,42.446312,2.7308362,60,948
da02,1705089664990034,6.4454503,42.445473,2.6928968,60,958
da02,1705089665990051,6.4343352,42.448677,2.6670892,60,968
da02,1705089666990585,6.4307427,42.439304,2.6448338,60,978
da02,1705089667989966,6.4424558,42.438934,2.6160691,60,988
da02,1705089668989986,6.436276,42.4438,2.6001894,60,998
da02,1705089669990047,6.44452,42.440636,2.5814149,60,1008
da02,1705089670990087,6.4294176,42.441635,2.6034987,60,1018
da02,1705089671990582,6.4357696,42.450333,2.6492333,60,1028
da02,1705089672990174,6.4379005,42.461189,2.6994812,60,1038
da02,1705089673989944,6.4918923,42.4427,2.7063808,62,1048
da02,1705089674989986,6.5331473,42.432354,2.9864295,62,1058
da02,1705089675990110,6.5169768,42.42561,2.8954639,60,1068
da02,1705089676990572,6.4947371,42.430847,2.8569717,60,1078
da02,1705089677990075,6.4809532,42.432129,2.7963586,65,1088
da02,1705089678990105,6.5116863,42.424877,3.0986283,61,1098
da02,1705089679990104,6.4885917,42.434624,2.9760828,60,1108
da02,1705089680990076,6.4887791,42.443405,2.8637295,61,1118
da02,1705089681990074,6.4846692,42.443897,2.7663157,60,1128
da02,1705089682990621,6.5057087,42.433556,2.8551702,61,1138
da02,1705089683990338,6.4855742,42.43264,2.7958429,60,1148
da02,1705089684990058,6.4763079,42.427441,2.7065835,60,1158
da02,1705089685990122,6.4540744,42.430267,2.704088,60,1168
da02,1705089686990118,6.4434333,42.436169,2.6714027,60,1178
da02,1705089687990134,6.4312806,42.439331,2.6878536,60,1188
da02,1705089688990653,6.432591,42.44339,2.654568,60,1198
da02,1705089689990124,6.4351363,42.440845,2.6728027,60,1208
da02,1705089690990109,6.43203,42.429211,2.6566567,60,1218
da02,1705089691990158,6.4329524,42.429527,2.6057901,60,1228
da02,1705089692990155,6.4267054,42.439293,2.6238797,60,1238
da02,1705089693990652,6.4701462,42.432518,3.0251245,62,1248
da02,1705089694990182,6.4596581,42.426815,2.8996985,60,1258
da02,1705089695990169,6.4586353,42.434055,2.8337667,60,1268
da02,1705089696990204,6.4689236,42.447487,2.861927,60,1278
da02,1705089697990211,6.4744906,42.453045,2.7627058,61,1288
da02,1705089698990189,6.4615507,42.438969,2.7044756,60,1298
da02,1705089699990666,6.4543304,42.435642,2.6617992,60,1308
da02,1705089700990162,6.5031462,42.422607,2.7334087,62,1318
da02,1705089701990136,6.5366173,42.422813,3.0534351,62,1328
da02,1705089702990237,6.5080729,42.419308,2.9758322,60,1338
da02,1705089703990192,6.5035667,42.422802,2.9344523,60,1348
da02,1705089704990200,6.5317316,42.42886,3.269748,60,1358
da02,1705089705990688,6.5094738,42.427643,3.0751054,60,1368
da02,1705089706990224,6.5017266,42.416161,2.9775372,60,1378
da02,1705089707990238,6.5327029,42.434025,3.2508323,62,1388
da02,1705089708990220,6.5133195,42.429829,3.105644,60,1398
da02,1705089709990434,6.49752,42.431034,2.9993844,60,1408
da02,1705089710990197,6.4935489,42.443806,2.8933282,60,1418
da02,1705089711990726,6.4829745,42.438728,2.8448536,60,1428
da02,1705089712990249,6.4698162,42.435585,2.7763441,60,1438
da02,1705089713990230,6.5124125,42.428318,2.7851446,62,8
da02,1705089714990255,6.4800529,42.422924,2.7806478,59,18
da02,1705089715990295,6.4638767,42.420856,2.7293918,60,28
da02,1705089716990828,6.5086203,42.428978,2.7316892,62,38
da02,1705089717990268,6.4802308,42.428307,2.7082899,60,48
da02,1705089718990274,6.4725451,42.423359,2.6741657,60,58
da02,1705089719990261,6.4595709,42.430035,2.6698833,60,68
da02,1705089720990283,6.4487071,42.435135,2.6463144,60,78
da02,1705089721990804,6.4883714,42.440449,2.9971757,61,88
da02,1705089722990280,6.4688416,42.438969,2.8750634,60,98
da02,1705089723990302,6.4590507,42.439255,2.8016052,60,108
da02,1705089724990344,6.4468217,42.432011,2.7659087,60,118
